Timestamp,Speed,FrameID,YawRate,Signal1,Signal2
100000000.0,60.0,100,0.0,0,0
100027723.608619,60.32,101,0.7512227723072158,0,0
100055461.749221,60.36,102,-0.4666299320817677,0,0
100083174.027887,60.400000000000006,103,0.0944613090856323,0,0
100110859.224616,60.44,104,-0.1468697536360137,0,0
100138577.997091,60.480000000000004,105,0.9866779090162944,0,0
100166241.96103,60.519999999999996,106,0.3363564260226102,0,0
100193981.225499,60.56,107,0.6451321240199608,0,0
100221725.782504,60.879999999999995,108,-0.8646103551571394,0,0
100249383.063282,60.92,109,-0.8713198824592856,0,0
100277054.446524,60.959999999999994,110,0.0593366687450684,0,0
100304800.331286,61.0,111,0.1822827428801103,0,0
100332488.688714,61.04,112,0.5705740401415185,0,0
100360233.313878,61.08,113,-0.5324046571487275,0,0
100387900.470017,61.12,114,0.172223552391427,0,0
100415584.132574,61.44,115,-0.3165249483558841,0,0
100443303.289607,61.480000000000004,116,0.8505061700357814,0,0
100471018.760814,61.519999999999996,117,0.0744729176749605,0,0
100498752.027646,61.56,118,-0.543662426591407,0,0
100526405.546518,61.6,119,-0.8734786842190232,0,0
100554106.245629,61.64,120,0.0793489402417424,0,0
100581850.574762,61.68,121,0.1810115573582924,0,0
100609553.185538,62.0,122,-0.1944445978720486,0,0
100637302.39107,62.040000000000006,123,-0.9362033411523,0,0
100665005.500645,62.08,124,0.0313133668179075,0,0
100692732.23728,62.120000000000005,125,0.5209888863442114,0,0
100720428.154957,62.16,126,-0.8683924381404886,0,0
100748121.096115,62.2,127,-0.5998924466365996,0,0
100775778.102865,62.24,128,-0.0884770346988628,0,0
100803455.26052,62.28,129,-0.9709571244432378,0,0
100831105.601268,62.599999999999994,130,-0.99891239740631,0,0
100858756.980119,62.64,131,0.7126669418740064,0,0
100886432.503136,62.68,132,-0.5014292883275346,0,0
100914142.392337,62.72,133,-0.8256815317310555,0,0
100941837.61394,62.76,134,0.6591050567796606,0,0
100969523.428342,62.8,135,0.491290668312792,0,0
100997184.083467,62.84,136,-0.6437948212381439,0,0
101024869.859357,63.16,137,-0.5641941417667449,0,0
101052585.435969,63.2,138,0.3352823153283211,0,0
101080323.145289,63.239999999999995,139,-0.7134346806615899,0,0
101108044.559307,63.28,140,0.3513028919252332,0,0
101135771.644539,63.32,141,-0.2104330452452587,0,0
101163516.816197,63.36,142,0.4817743517930546,0,0
101191245.155356,63.4,143,-0.8617306977377419,0,0
101218984.444081,63.72,144,-0.5410504824713476,0,0
101246707.723058,63.760000000000005,145,0.6306155123393808,0,0
101274407.269316,63.8,146,-0.2098988744235852,0,0
101302107.372636,63.84,147,-0.5009805009709922,0,0
101329816.2675,63.88,148,-0.0374057190671515,0,0
101357534.713379,63.92,149,0.0547017793820034,0,0
101385192.595595,63.96,150,0.1012273646205283,0,0
101412939.048041,64.0,151,-0.5390007563910506,0,0
101440640.917978,64.32,152,-0.8680504444786752,0,0
101468331.939023,64.36,153,-0.2950481481476927,0,0
101496009.968343,64.4,154,0.8697742406985731,0,0
101523679.350059,64.44,155,-0.489518852936216,0,0
101551395.968394,64.48,156,0.4960604018396564,0,0
101579143.070354,64.52000000000001,157,-0.586474482691222,0,0
