Timestamp,FrameID,Speed,YawRate,Signal1,Signal2
100000000.0,100,60.0,0.0,0,0
100027732.444314,101,60.08,0.30962553317218333,0,0
100055402.912347,102,60.16,-0.3218209916552719,0,0
100083087.094101,103,60.24,0.290476719487879,0,0
100110763.608755,104,60.32,-0.326241095735478,0,0
100138488.618859,105,60.4,0.10744525973823915,0,0
100166185.380961,106,60.48,0.8427778401796242,0,0
100193888.152977,107,60.56,-0.9262918110033811,0,0
100221553.693559,108,60.64,-0.7212477071340682,0,0
100249278.243088,109,60.72,0.8129407634054313,0,0
100277005.715852,110,60.8,-0.8035044285736812,0,0
100304747.020885,111,60.88,-0.47477261244971736,0,0
100332475.182117,112,60.96,-0.45177366072920355,0,0
100360127.758566,113,61.04,-0.5527811038264474,0,0
100387841.678928,114,61.12,0.8699010919444998,0,0
100415514.614292,115,61.2,-0.628434299733716,0,0
100443224.42295,116,61.28,0.47873252433147395,0,0
100470875.781401,117,61.36,-0.9043827508746001,0,0
100498579.348004,118,61.44,0.9905779823322951,0,0
100526299.533243,119,61.52,-0.3828063258873662,0,0
100554021.531545,120,61.6,0.7232981484051428,0,0
100581721.188883,121,61.68,0.9052585043264276,0,0
100609414.893853,122,61.76,0.6736695937495458,0,0
100637113.867253,123,61.84,-0.14610250662357704,0,0
100664856.279274,124,61.92,-0.8693885110682711,0,0
100692511.165128,125,62.0,0.16430356549259217,0,0
100720197.420798,126,62.08,-0.29376036907488845,0,0
100747898.33353,127,62.16,-0.5881413282837951,0,0
100775583.408557,128,62.24,0.93330986479303,0,0
100803286.049356,129,62.32,-0.8006576920499049,0,0
100830978.299558,130,62.4,0.13715169703344454,0,0
100858725.973348,131,62.48,-0.4464709323707676,0,0
100886418.481374,132,62.56,-0.5483875396460802,0,0
100914107.508257,133,62.64,0.9676524777485669,0,0
100941832.5762,134,62.72,-0.5352387104098109,0,0
100969580.632046,135,62.8,-0.5259638798893149,0,0
100997303.277536,136,62.88,-0.8944995465435139,0,0
101025025.070806,137,62.96,-0.9398985826179165,0,0
101052710.629478,138,63.04,0.05476222453217372,0,0
101080453.932688,139,63.12,0.15762486036011203,0,0
101108190.083334,140,63.2,0.15016746226424704,0,0
101135877.455588,141,63.28,-0.14935496953470406,0,0
101163570.439661,142,63.36,-0.02307036105051763,0,0
101191302.273389,143,63.44,0.6022802880884768,0,0
101219004.683108,144,63.52,0.8412318317388539,0,0
101246672.334321,145,63.6,-0.9767314257365529,0,0
101274328.792942,146,63.68,-0.9963412980991979,0,0
101302071.192336,147,63.76,-0.48317202143606,0,0
101329774.010224,148,63.84,-0.5698128489445085,0,0
101357446.327294,149,63.92,-0.5652514668956776,0,0
101385137.911392,150,64.0,0.09968777634599779,0,0
101412821.590792,151,64.08,0.9957912794033155,0,0
101440508.150685,152,64.16,0.5839832081754655,0,0
101468206.406252,153,64.24,0.08388899289930185,0,0
101495877.112041,154,64.32,-0.05637387802153726,0,0
101523606.196296,155,64.4,0.33159414812235277,0,0
101551265.364086,156,64.48,0.11171930195106827,0,0
101579000.305141,157,64.56,0.6042948335166314,0,0
101606674.171109,158,64.64,0.8284164088922019,0,0
101634370.284525,159,64.72,-0.1790252538133117,0,0
101662032.459515,160,64.8,0.853383078704216,0,0
101689750.525347,161,64.88,0.43410345606937284,0,0
101717419.08362,162,64.96,0.2777191310945213,0,0
101745108.92885,163,65.04,0.49897733069404726,0,0
101772840.267183,164,65.12,-0.10976083306054063,0,0
101800509.71307,165,65.2,0.4895278630810562,0,0
101828182.52358,166,65.28,0.892653138640892,0,0
101855846.608025,167,65.36,-0.7749435641162861,0,0
101883571.700525,168,65.44,-0.5825552498904358,0,0
101911319.806741,169,65.52,-0.03727603088847764,0,0
101939049.111408,170,65.6,-0.9473156639329343,0,0
101966744.018853,171,65.68,-0.24754093098356122,0,0
